IndividID,GroupRef,Date,Age_years,Sex,WeightGain_g,RateWeightGain_ghr,SessionID,GroupName,GroupSize,Pups,habitat,Count,month,year,breedingyear,season,Babysitting,anypups,PupPresence
916,18,18/05/2002,2.54072553,F,43,11.07296137,18 2002-05-18,Lazuli,16,0,Savanna,10,5,2002,2001/2002,May-Sep,N,N,neither
924,18,18/05/2002,1.815195072,F,12,3.185840708,18 2002-05-18,Lazuli,16,0,Savanna,10,5,2002,2001/2002,May-Sep,N,N,neither
925,18,18/05/2002,1.815195072,F,16,4.173913043,18 2002-05-18,Lazuli,16,0,Savanna,10,5,2002,2001/2002,May-Sep,N,N,neither
927,18,18/05/2002,1.593429158,F,28,7.336244541,18 2002-05-18,Lazuli,16,0,Savanna,10,5,2002,2001/2002,May-Sep,N,N,neither
1381,18,18/05/2002,4.733744011,M,16,4.155844156,18 2002-05-18,Lazuli,16,0,Savanna,10,5,2002,2001/2002,May-Sep,N,N,neither
1389,18,18/05/2002,4.109514031,M,9,2.29787234,18 2002-05-18,Lazuli,16,0,Savanna,10,5,2002,2001/2002,May-Sep,N,N,neither
1399,18,18/05/2002,2.806297057,M,39,10.0862069,18 2002-05-18,Lazuli,16,0,Savanna,10,5,2002,2001/2002,May-Sep,N,N,neither
1404,18,18/05/2002,2.105407255,M,18,4.615384615,18 2002-05-18,Lazuli,16,0,Savanna,10,5,2002,2001/2002,May-Sep,N,N,neither
916,18,30/05/2002,2.57357974,F,47,15.32608696,18 2002-05-30,Lazuli,16,0,Savanna,6,5,2002,2001/2002,May-Sep,N,N,neither
924,18,30/05/2002,1.848049281,F,17,5.368421053,18 2002-05-30,Lazuli,16,0,Savanna,6,5,2002,2001/2002,May-Sep,N,N,neither
925,18,30/05/2002,1.848049281,F,37,11.74603175,18 2002-05-30,Lazuli,16,0,Savanna,6,5,2002,2001/2002,May-Sep,N,N,neither
927,18,30/05/2002,1.626283368,F,6,1.988950276,18 2002-05-30,Lazuli,16,0,Savanna,6,5,2002,2001/2002,May-Sep,N,N,neither
1381,18,30/05/2002,4.76659822,M,16,5.13368984,18 2002-05-30,Lazuli,16,0,Savanna,6,5,2002,2001/2002,May-Sep,N,N,neither
1389,18,30/05/2002,4.142368241,M,6,2,18 2002-05-30,Lazuli,16,0,Savanna,6,5,2002,2001/2002,May-Sep,N,N,neither
1398,18,30/05/2002,2.839151266,M,14,4.615384615,18 2002-05-30,Lazuli,16,0,Savanna,6,5,2002,2001/2002,May-Sep,N,N,neither
1399,18,30/05/2002,2.839151266,M,18,5.744680851,18 2002-05-30,Lazuli,16,0,Savanna,6,5,2002,2001/2002,May-Sep,N,N,neither
1404,18,30/05/2002,2.138261465,M,18,5.654450262,18 2002-05-30,Lazuli,16,0,Savanna,6,5,2002,2001/2002,May-Sep,N,N,neither
1381,18,31/05/2002,4.769336071,M,49,11.05263158,18 2002-05-31,Lazuli,16,0,Savanna,10,5,2002,2001/2002,May-Sep,N,N,neither
1399,18,31/05/2002,2.841889117,M,33,7.5,18 2002-05-31,Lazuli,16,0,Savanna,10,5,2002,2001/2002,May-Sep,N,N,neither
96,10,08/06/2002,6.217659138,M,7,1.686746988,10 2002-06-08,Gattaca,9,0,Savanna,14,6,2002,2001/2002,May-Sep,N,N,neither
1385,10,08/06/2002,4.342231348,M,15,3.543307087,10 2002-06-08,Gattaca,9,0,Savanna,14,6,2002,2001/2002,May-Sep,N,N,neither
1403,10,08/06/2002,2.162902122,M,32,7.773279352,10 2002-06-08,Gattaca,9,0,Savanna,14,6,2002,2001/2002,May-Sep,N,N,neither
1409,10,08/06/2002,1.577002053,M,28,6.693227092,10 2002-06-08,Gattaca,9,0,Savanna,14,6,2002,2001/2002,May-Sep,N,N,neither
1469,10,08/06/2002,3.808350445,F,33,8.048780488,10 2002-06-08,Gattaca,9,0,Savanna,14,6,2002,2001/2002,May-Sep,N,N,neither
916,18,11/06/2002,2.606433949,F,16,4.120171674,18 2002-06-11,Lazuli,16,0,Savanna,7,6,2002,2001/2002,May-Sep,N,N,neither
924,18,11/06/2002,1.880903491,F,3,0.743801653,18 2002-06-11,Lazuli,16,0,Savanna,7,6,2002,2001/2002,May-Sep,N,N,neither
925,18,11/06/2002,1.880903491,F,1,0.260869565,18 2002-06-11,Lazuli,16,0,Savanna,7,6,2002,2001/2002,May-Sep,N,N,neither
1381,18,11/06/2002,4.79945243,M,34,8.793103448,18 2002-06-11,Lazuli,16,0,Savanna,7,6,2002,2001/2002,May-Sep,N,N,neither
1389,18,11/06/2002,4.17522245,M,-16,-4.016736402,18 2002-06-11,Lazuli,16,0,Savanna,7,6,2002,2001/2002,May-Sep,N,N,neither
1398,18,11/06/2002,2.872005476,M,3,0.786026201,18 2002-06-11,Lazuli,16,0,Savanna,7,6,2002,2001/2002,May-Sep,N,N,neither
1399,18,11/06/2002,2.872005476,M,29,7.404255319,18 2002-06-11,Lazuli,16,0,Savanna,7,6,2002,2001/2002,May-Sep,N,N,neither
1391,36,20/06/2002,3.529089665,M,0,0,36 2002-06-20,Whiskers,18,0,Savanna,12,6,2002,2001/2002,May-Sep,N,N,neither
1392,36,20/06/2002,3.529089665,M,43,13.03030303,36 2002-06-20,Whiskers,18,0,Savanna,12,6,2002,2001/2002,May-Sep,N,N,neither
1395,36,20/06/2002,3.315537303,M,18,5.142857143,36 2002-06-20,Whiskers,18,0,Savanna,12,6,2002,2001/2002,May-Sep,N,N,neither
1480,36,20/06/2002,2.264202601,F,7,2.110552764,36 2002-06-20,Whiskers,18,0,Savanna,12,6,2002,2001/2002,May-Sep,N,N,neither
1481,36,20/06/2002,1.779603012,F,24,6.515837104,36 2002-06-20,Whiskers,18,0,Savanna,12,6,2002,2001/2002,May-Sep,N,N,neither
1482,36,20/06/2002,1.724845996,F,26,7.155963303,36 2002-06-20,Whiskers,18,0,Savanna,12,6,2002,2001/2002,May-Sep,N,N,neither
1537,36,20/06/2002,1.415468857,M,15,4.5,36 2002-06-20,Whiskers,18,0,Savanna,12,6,2002,2001/2002,May-Sep,N,N,neither
531,8,24/06/2002,5.587953457,F,15,3.765690377,8 2002-06-24,Elveera,30,0,White sand,9,6,2002,2001/2002,May-Sep,N,N,neither
543,8,24/06/2002,1.839835729,F,28,7.058823529,8 2002-06-24,Elveera,30,0,White sand,9,6,2002,2001/2002,May-Sep,N,N,neither
544,8,24/06/2002,1.456536619,F,20,5.479452055,8 2002-06-24,Elveera,30,0,White sand,9,6,2002,2001/2002,May-Sep,N,N,neither
599,8,24/06/2002,2.893908282,M,15,4.128440367,8 2002-06-24,Elveera,30,0,White sand,9,6,2002,2001/2002,May-Sep,N,N,neither
601,8,24/06/2002,2.472279261,M,37,9.406779661,8 2002-06-24,Elveera,30,0,White sand,9,6,2002,2001/2002,May-Sep,N,N,neither
604,8,24/06/2002,1.839835729,M,17,4.415584416,8 2002-06-24,Elveera,30,0,White sand,9,6,2002,2001/2002,May-Sep,N,N,neither
605,8,24/06/2002,1.839835729,M,19,4.653061224,8 2002-06-24,Elveera,30,0,White sand,9,6,2002,2001/2002,May-Sep,N,N,neither
606,8,24/06/2002,1.839835729,M,35,9.251101322,8 2002-06-24,Elveera,30,0,White sand,9,6,2002,2001/2002,May-Sep,N,N,neither
1391,36,27/06/2002,3.54825462,M,14,3.800904977,36 2002-06-27,Whiskers,18,0,Savanna,9,6,2002,2001/2002,May-Sep,N,N,neither
1392,36,27/06/2002,3.54825462,M,17,4.49339207,36 2002-06-27,Whiskers,18,0,Savanna,9,6,2002,2001/2002,May-Sep,N,N,neither
1395,36,27/06/2002,3.334702259,M,50,13.51351351,36 2002-06-27,Whiskers,18,0,Savanna,9,6,2002,2001/2002,May-Sep,N,N,neither
1402,36,27/06/2002,2.477754962,M,23,6.133333333,36 2002-06-27,Whiskers,18,0,Savanna,9,6,2002,2001/2002,May-Sep,N,N,neither
1480,36,27/06/2002,2.283367556,F,15,4.090909091,36 2002-06-27,Whiskers,18,0,Savanna,9,6,2002,2001/2002,May-Sep,N,N,neither
1481,36,27/06/2002,1.798767967,F,9,2.327586207,36 2002-06-27,Whiskers,18,0,Savanna,9,6,2002,2001/2002,May-Sep,N,N,neither
1482,36,27/06/2002,1.744010951,F,21,5.502183406,36 2002-06-27,Whiskers,18,0,Savanna,9,6,2002,2001/2002,May-Sep,N,N,neither
1483,36,27/06/2002,1.434633812,F,27,6.923076923,36 2002-06-27,Whiskers,18,0,Savanna,9,6,2002,2001/2002,May-Sep,N,N,neither
1537,36,27/06/2002,1.434633812,M,29,7.280334728,36 2002-06-27,Whiskers,18,0,Savanna,9,6,2002,2001/2002,May-Sep,N,N,neither
108,35,01/07/2002,3.696098563,M,-25,-5.617977528,35 2002-07-01,Vivian,34,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
111,35,01/07/2002,3.490759754,M,9,2.186234818,35 2002-07-01,Vivian,34,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
115,35,01/07/2002,3.173169062,M,-13,-3.12,35 2002-07-01,Vivian,34,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
120,35,01/07/2002,2.636550308,M,25,6.024096386,35 2002-07-01,Vivian,34,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
121,35,01/07/2002,2.636550308,M,3,0.694980695,35 2002-07-01,Vivian,34,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
122,35,01/07/2002,2.636550308,M,-3,-0.737704918,35 2002-07-01,Vivian,34,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
123,35,01/07/2002,2.636550308,M,-9,-2.222222222,35 2002-07-01,Vivian,34,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
125,35,01/07/2002,2.318959617,M,-3,-0.756302521,35 2002-07-01,Vivian,34,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
126,35,01/07/2002,2.146475017,M,-7,-1.73553719,35 2002-07-01,Vivian,34,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
129,35,01/07/2002,1.727583847,M,-12,-3,35 2002-07-01,Vivian,34,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
1324,35,01/07/2002,3.775496235,F,1,0.22556391,35 2002-07-01,Vivian,34,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
1329,35,01/07/2002,2.22587269,F,16,3.582089552,35 2002-07-01,Vivian,34,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
1335,35,01/07/2002,1.639972621,F,2,0.458015267,35 2002-07-01,Vivian,34,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
1336,35,01/07/2002,1.639972621,F,1,0.235294118,35 2002-07-01,Vivian,34,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
1338,35,01/07/2002,1.368925394,F,16,3.73540856,35 2002-07-01,Vivian,34,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
474,41,04/07/2002,3.455167693,M,25,7.425742574,41 2002-07-04,Zappa,11,0,Savanna,9,7,2002,2001/2002,May-Sep,N,N,neither
536,41,04/07/2002,3.800136893,F,7,2.068965517,41 2002-07-04,Zappa,11,0,Savanna,9,7,2002,2001/2002,May-Sep,N,N,neither
541,41,04/07/2002,2.466803559,F,12,3.396226415,41 2002-07-04,Zappa,11,0,Savanna,9,7,2002,2001/2002,May-Sep,N,N,neither
96,10,06/07/2002,6.29431896,M,23,6.160714286,10 2002-07-06,Gattaca,9,0,Savanna,6,7,2002,2001/2002,May-Sep,N,N,neither
1385,10,06/07/2002,4.41889117,M,22,5.76419214,10 2002-07-06,Gattaca,9,0,Savanna,6,7,2002,2001/2002,May-Sep,N,N,neither
1403,10,06/07/2002,2.239561944,M,23,5.82278481,10 2002-07-06,Gattaca,9,0,Savanna,6,7,2002,2001/2002,May-Sep,N,N,neither
1409,10,06/07/2002,1.653661875,M,25,6.726457399,10 2002-07-06,Gattaca,9,0,Savanna,6,7,2002,2001/2002,May-Sep,N,N,neither
1469,10,06/07/2002,3.885010267,F,53,13.88646288,10 2002-07-06,Gattaca,9,0,Savanna,6,7,2002,2001/2002,May-Sep,N,N,neither
474,41,11/07/2002,3.474332649,M,42,11.83098592,41 2002-07-11,Zappa,9,0,White sand,11,7,2002,2001/2002,May-Sep,N,N,neither
536,41,11/07/2002,3.819301848,F,28,7.636363636,41 2002-07-11,Zappa,9,0,White sand,11,7,2002,2001/2002,May-Sep,N,N,neither
531,8,13/07/2002,5.639972621,F,28,6.829268293,8 2002-07-13,Elveera,30,0,White sand,10,7,2002,2001/2002,May-Sep,N,N,neither
543,8,13/07/2002,1.891854894,F,10,2.510460251,8 2002-07-13,Elveera,30,0,White sand,10,7,2002,2001/2002,May-Sep,N,N,neither
544,8,13/07/2002,1.508555784,F,3,0.765957447,8 2002-07-13,Elveera,30,0,White sand,10,7,2002,2001/2002,May-Sep,N,N,neither
600,8,13/07/2002,2.524298426,M,15,3.6,8 2002-07-13,Elveera,30,0,White sand,10,7,2002,2001/2002,May-Sep,N,N,neither
604,8,13/07/2002,1.891854894,M,8,1.846153846,8 2002-07-13,Elveera,30,0,White sand,10,7,2002,2001/2002,May-Sep,N,N,neither
605,8,13/07/2002,1.891854894,M,7,1.58490566,8 2002-07-13,Elveera,30,0,White sand,10,7,2002,2001/2002,May-Sep,N,N,neither
606,8,13/07/2002,1.891854894,M,10,2.325581395,8 2002-07-13,Elveera,30,0,White sand,10,7,2002,2001/2002,May-Sep,N,N,neither
608,8,13/07/2002,1.190965092,M,4,0.930232558,8 2002-07-13,Elveera,30,0,White sand,10,7,2002,2001/2002,May-Sep,N,N,neither
609,8,13/07/2002,1.190965092,M,18,4.302788845,8 2002-07-13,Elveera,30,0,White sand,10,7,2002,2001/2002,May-Sep,N,N,neither
1375,8,13/07/2002,6.685831622,M,8,1.951219512,8 2002-07-13,Elveera,30,0,White sand,10,7,2002,2001/2002,May-Sep,N,N,neither
606,8,15/07/2002,1.897330595,M,33,9.082568807,8 2002-07-15,Elveera,30,0,White sand,12,7,2002,2001/2002,May-Sep,N,N,neither
63,40,20/07/2002,2.688569473,F,-6,-1.417322835,40 2002-07-20,Young Ones,20,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
65,40,20/07/2002,1.993155373,F,9,2.045454545,40 2002-07-20,Young Ones,20,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
66,40,20/07/2002,1.779603012,F,12,2.987551867,40 2002-07-20,Young Ones,20,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
67,40,20/07/2002,1.327857632,F,16,3.855421687,40 2002-07-20,Young Ones,20,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
69,40,20/07/2002,1.327857632,F,-8,-2.412060302,40 2002-07-20,Young Ones,20,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
130,40,20/07/2002,1.779603012,M,21,5,40 2002-07-20,Young Ones,20,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
131,40,20/07/2002,1.327857632,M,27,6.159695817,40 2002-07-20,Young Ones,20,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
259,40,20/07/2002,8.484599589,F,5,1.219512195,40 2002-07-20,Young Ones,20,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
603,40,20/07/2002,2.510609172,M,5,1.442307692,40 2002-07-20,Young Ones,20,0,Savanna,12,7,2002,2001/2002,May-Sep,N,N,neither
916,18,23/07/2002,2.721423682,F,20,5.454545455,18 2002-07-23,Lazuli,15,0,Savanna,5,7,2002,2001/2002,May-Sep,N,N,neither
925,18,23/07/2002,1.995893224,F,17,4.533333333,18 2002-07-23,Lazuli,15,0,Savanna,5,7,2002,2001/2002,May-Sep,N,N,neither
927,18,23/07/2002,1.77412731,F,28,6.774193548,18 2002-07-23,Lazuli,15,0,Savanna,5,7,2002,2001/2002,May-Sep,N,N,neither
1381,18,23/07/2002,4.914442163,M,19,5.135135135,18 2002-07-23,Lazuli,15,0,Savanna,5,7,2002,2001/2002,May-Sep,N,N,neither
1389,18,23/07/2002,4.290212183,M,27,6.75,18 2002-07-23,Lazuli,15,0,Savanna,5,7,2002,2001/2002,May-Sep,N,N,neither
1399,18,23/07/2002,2.986995209,M,31,8.230088496,18 2002-07-23,Lazuli,15,0,Savanna,5,7,2002,2001/2002,May-Sep,N,N,neither
1404,18,23/07/2002,2.286105407,M,15,4.035874439,18 2002-07-23,Lazuli,15,0,Savanna,5,7,2002,2001/2002,May-Sep,N,N,neither
96,10,30/07/2002,6.360027379,M,5,1.282051282,10 2002-07-30,Gattaca,9,0,Savanna,6,7,2002,2001/2002,May-Sep,N,N,neither
1385,10,30/07/2002,4.484599589,M,17,4.340425532,10 2002-07-30,Gattaca,9,0,Savanna,6,7,2002,2001/2002,May-Sep,N,N,neither
1403,10,30/07/2002,2.305270363,M,10,2.43902439,10 2002-07-30,Gattaca,9,0,Savanna,6,7,2002,2001/2002,May-Sep,N,N,neither
1409,10,30/07/2002,1.719370294,M,21,5.185185185,10 2002-07-30,Gattaca,9,0,Savanna,6,7,2002,2001/2002,May-Sep,N,N,neither
1469,10,30/07/2002,3.950718686,F,14,3.620689655,10 2002-07-30,Gattaca,9,0,Savanna,6,7,2002,2001/2002,May-Sep,N,N,neither
96,10,02/08/2002,6.368240931,M,28,7.14893617,10 2002-08-02,Gattaca,9,0,Savanna,10,8,2002,2001/2002,May-Sep,N,N,neither
1385,10,02/08/2002,4.492813142,M,21,5.25,10 2002-08-02,Gattaca,9,0,Savanna,10,8,2002,2001/2002,May-Sep,N,N,neither
1403,10,02/08/2002,2.313483915,M,20,4.858299595,10 2002-08-02,Gattaca,9,0,Savanna,10,8,2002,2001/2002,May-Sep,N,N,neither
1409,10,02/08/2002,1.727583847,M,26,6.554621849,10 2002-08-02,Gattaca,9,0,Savanna,10,8,2002,2001/2002,May-Sep,N,N,neither
1469,10,02/08/2002,3.958932238,F,27,6.835443038,10 2002-08-02,Gattaca,9,0,Savanna,10,8,2002,2001/2002,May-Sep,N,N,neither
916,18,07/08/2002,2.762491444,F,22,6.376811594,18 2002-08-07,Lazuli,13,0,Savanna,12,8,2002,2001/2002,May-Sep,N,N,neither
927,18,07/08/2002,1.815195072,F,28,7.5,18 2002-08-07,Lazuli,13,0,Savanna,12,8,2002,2001/2002,May-Sep,N,N,neither
1381,18,07/08/2002,4.955509925,M,6,1.674418605,18 2002-08-07,Lazuli,13,0,Savanna,12,8,2002,2001/2002,May-Sep,N,N,neither
1398,18,07/08/2002,3.028062971,M,-1,-0.272727273,18 2002-08-07,Lazuli,13,0,Savanna,12,8,2002,2001/2002,May-Sep,N,N,neither
1404,18,07/08/2002,2.327173169,M,10,2.69058296,18 2002-08-07,Lazuli,13,0,Savanna,12,8,2002,2001/2002,May-Sep,N,N,neither
96,10,16/08/2002,6.406570842,M,-7,-1.826086957,10 2002-08-16,Gattaca,9,0,Savanna,11,8,2002,2001/2002,May-Sep,N,N,neither
1385,10,16/08/2002,4.531143053,M,26,6.5,10 2002-08-16,Gattaca,9,0,Savanna,11,8,2002,2001/2002,May-Sep,N,N,neither
1403,10,16/08/2002,2.351813826,M,31,8.122270742,10 2002-08-16,Gattaca,9,0,Savanna,11,8,2002,2001/2002,May-Sep,N,N,neither
1409,10,16/08/2002,1.765913758,M,20,5.150214592,10 2002-08-16,Gattaca,9,0,Savanna,11,8,2002,2001/2002,May-Sep,N,N,neither
1469,10,16/08/2002,3.997262149,F,28,7.14893617,10 2002-08-16,Gattaca,9,0,Savanna,11,8,2002,2001/2002,May-Sep,N,N,neither
916,18,19/08/2002,2.795345654,F,14,3.307086614,18 2002-08-19,Lazuli,11,0,Savanna,12,8,2002,2001/2002,May-Sep,N,N,neither
1381,18,19/08/2002,4.988364134,M,5,1.239669421,18 2002-08-19,Lazuli,11,0,Savanna,12,8,2002,2001/2002,May-Sep,N,N,neither
1398,18,19/08/2002,3.06091718,M,15,3.6,18 2002-08-19,Lazuli,11,0,Savanna,12,8,2002,2001/2002,May-Sep,N,N,neither
1399,18,19/08/2002,3.06091718,M,25,5.952380952,18 2002-08-19,Lazuli,11,0,Savanna,12,8,2002,2001/2002,May-Sep,N,N,neither
1404,18,19/08/2002,2.360027379,M,5,1.145038168,18 2002-08-19,Lazuli,11,0,Savanna,12,8,2002,2001/2002,May-Sep,N,N,neither
1391,36,19/08/2002,3.693360712,M,-14,-4.038461538,36 2002-08-19,Whiskers,14,0,Savanna,7,8,2002,2001/2002,May-Sep,Y,N,babysitting
1394,36,19/08/2002,3.47980835,M,15,4.245283019,36 2002-08-19,Whiskers,14,0,Savanna,7,8,2002,2001/2002,May-Sep,Y,N,babysitting
1402,36,19/08/2002,2.622861054,M,6,1.551724138,36 2002-08-19,Whiskers,14,0,Savanna,7,8,2002,2001/2002,May-Sep,Y,N,babysitting
1480,36,19/08/2002,2.428473648,F,13,3.9,36 2002-08-19,Whiskers,14,0,Savanna,7,8,2002,2001/2002,May-Sep,Y,N,babysitting
1537,36,19/08/2002,1.579739904,M,32,9.142857143,36 2002-08-19,Whiskers,14,0,Savanna,7,8,2002,2001/2002,May-Sep,Y,N,babysitting
96,10,21/08/2002,6.420260096,M,5,1.530612245,10 2002-08-21,Gattaca,9,0,Savanna,13,8,2002,2001/2002,May-Sep,N,N,neither
1385,10,21/08/2002,4.544832307,M,8,2.4,10 2002-08-21,Gattaca,9,0,Savanna,13,8,2002,2001/2002,May-Sep,N,N,neither
1403,10,21/08/2002,2.36550308,M,10,3.092783505,10 2002-08-21,Gattaca,9,0,Savanna,13,8,2002,2001/2002,May-Sep,N,N,neither
1409,10,21/08/2002,1.779603012,M,20,6.21761658,10 2002-08-21,Gattaca,9,0,Savanna,13,8,2002,2001/2002,May-Sep,N,N,neither
1469,10,21/08/2002,4.010951403,F,17,5.151515152,10 2002-08-21,Gattaca,9,0,Savanna,13,8,2002,2001/2002,May-Sep,N,N,neither
916,18,22/08/2002,2.803559206,F,40,10.041841,18 2002-08-22,Lazuli,11,0,Savanna,13,8,2002,2001/2002,May-Sep,N,N,neither
1381,18,22/08/2002,4.996577687,M,17,4.434782609,18 2002-08-22,Lazuli,11,0,Savanna,13,8,2002,2001/2002,May-Sep,N,N,neither
1398,18,22/08/2002,3.069130732,M,21,5.163934426,18 2002-08-22,Lazuli,11,0,Savanna,13,8,2002,2001/2002,May-Sep,N,N,neither
1399,18,22/08/2002,3.069130732,M,7,1.73553719,18 2002-08-22,Lazuli,11,0,Savanna,13,8,2002,2001/2002,May-Sep,N,N,neither
1404,18,22/08/2002,2.368240931,M,16,4,18 2002-08-22,Lazuli,11,0,Savanna,13,8,2002,2001/2002,May-Sep,N,N,neither
474,41,23/08/2002,3.592060233,M,35,10.04784689,41 2002-08-23,Zappa,10,0,White sand,7,8,2002,2001/2002,May-Sep,N,N,neither
536,41,23/08/2002,3.937029432,F,31,8.857142857,41 2002-08-23,Zappa,10,0,White sand,7,8,2002,2001/2002,May-Sep,N,N,neither
474,41,24/08/2002,3.594798084,M,44,13.82198953,41 2002-08-24,Zappa,9,0,White sand,12,8,2002,2001/2002,May-Sep,N,N,neither
536,41,24/08/2002,3.939767283,F,0,0,41 2002-08-24,Zappa,9,0,White sand,12,8,2002,2001/2002,May-Sep,N,N,neither
531,8,24/08/2002,5.754962355,F,16,4.383561644,8 2002-08-24,Elveera,29,0,White sand,13,8,2002,2001/2002,May-Sep,N,N,neither
544,8,24/08/2002,1.623545517,F,11,3.419689119,8 2002-08-24,Elveera,29,0,White sand,13,8,2002,2001/2002,May-Sep,N,N,neither
545,8,24/08/2002,1.623545517,F,26,7.222222222,8 2002-08-24,Elveera,29,0,White sand,13,8,2002,2001/2002,May-Sep,N,N,neither
547,8,24/08/2002,1.305954825,F,5,1.538461538,8 2002-08-24,Elveera,29,0,White sand,13,8,2002,2001/2002,May-Sep,N,N,neither
599,8,24/08/2002,3.06091718,M,14,4.285714286,8 2002-08-24,Elveera,29,0,White sand,13,8,2002,2001/2002,May-Sep,N,N,neither
600,8,24/08/2002,2.639288159,M,7,2.110552764,8 2002-08-24,Elveera,29,0,White sand,13,8,2002,2001/2002,May-Sep,N,N,neither
601,8,24/08/2002,2.639288159,M,13,4.0625,8 2002-08-24,Elveera,29,0,White sand,13,8,2002,2001/2002,May-Sep,N,N,neither
604,8,24/08/2002,2.006844627,M,8,2.171945701,8 2002-08-24,Elveera,29,0,White sand,13,8,2002,2001/2002,May-Sep,N,N,neither
606,8,24/08/2002,2.006844627,M,13,3.880597015,8 2002-08-24,Elveera,29,0,White sand,13,8,2002,2001/2002,May-Sep,N,N,neither
608,8,24/08/2002,1.305954825,M,18,5.538461538,8 2002-08-24,Elveera,29,0,White sand,13,8,2002,2001/2002,May-Sep,N,N,neither
609,8,24/08/2002,1.305954825,M,-2,-0.588235294,8 2002-08-24,Elveera,29,0,White sand,13,8,2002,2001/2002,May-Sep,N,N,neither
610,8,24/08/2002,1.075975359,M,21,6.428571429,8 2002-08-24,Elveera,29,0,White sand,13,8,2002,2001/2002,May-Sep,N,N,neither
1375,8,24/08/2002,6.800821355,M,12,3.654822335,8 2002-08-24,Elveera,29,0,White sand,13,8,2002,2001/2002,May-Sep,N,N,neither
37,9,24/08/2002,6.64202601,F,22,6.633165829,9 2002-08-24,Frisky,31,0,Savanna,10,8,2002,2001/2002,May-Sep,N,N,neither
675,9,24/08/2002,2.447638604,F,16,4.873096447,9 2002-08-24,Frisky,31,0,Savanna,10,8,2002,2001/2002,May-Sep,N,N,neither
734,9,24/08/2002,2.880219028,M,8,2.5,9 2002-08-24,Frisky,31,0,Savanna,10,8,2002,2001/2002,May-Sep,N,N,neither
740,9,24/08/2002,1.965776865,M,5,1.449275362,9 2002-08-24,Frisky,31,0,Savanna,10,8,2002,2001/2002,May-Sep,N,N,neither
474,41,31/08/2002,3.613963039,M,30,9.137055838,41 2002-08-31,Zappa,10,0,White sand,14,8,2002,2001/2002,May-Sep,N,N,neither
536,41,31/08/2002,3.958932238,F,33,9.9,41 2002-08-31,Zappa,10,0,White sand,14,8,2002,2001/2002,May-Sep,N,N,neither
96,10,04/09/2002,6.458590007,M,21,5.550660793,10 2002-09-04,Gattaca,9,0,Savanna,13,9,2002,2001/2002,May-Sep,Y,N,babysitting
1409,10,04/09/2002,1.817932923,M,27,7.105263158,10 2002-09-04,Gattaca,9,0,Savanna,13,9,2002,2001/2002,May-Sep,Y,N,babysitting
1469,10,04/09/2002,4.049281314,F,44,11.68141593,10 2002-09-04,Gattaca,9,0,Savanna,13,9,2002,2001/2002,May-Sep,Y,N,babysitting
96,10,05/09/2002,6.461327858,M,38,10.55555556,10 2002-09-05,Gattaca,9,0,Savanna,14,9,2002,2001/2002,May-Sep,Y,N,babysitting
1409,10,05/09/2002,1.820670773,M,17,4.880382775,10 2002-09-05,Gattaca,9,0,Savanna,14,9,2002,2001/2002,May-Sep,Y,N,babysitting
1469,10,05/09/2002,4.052019165,F,45,12.32876712,10 2002-09-05,Gattaca,9,0,Savanna,14,9,2002,2001/2002,May-Sep,Y,N,babysitting
1403,10,05/09/2002,2.406570842,M,46,17.03703704,10 2002-09-05,Gattaca,9,0,Savanna,14,9,2002,2001/2002,May-Sep,Y,N,babysitting
1163,28,06/09/2002,3.019849418,F,13,3.714285714,28 2002-09-06,Rascals,32,0,Savanna,11,9,2002,2001/2002,May-Sep,Y,N,babysitting
1165,28,06/09/2002,2.042436687,F,8,2.133333333,28 2002-09-06,Rascals,32,0,Savanna,11,9,2002,2001/2002,May-Sep,Y,N,babysitting
1166,28,06/09/2002,2.042436687,F,26,6.315789474,28 2002-09-06,Rascals,32,0,Savanna,11,9,2002,2001/2002,May-Sep,Y,N,babysitting
