GroupRef,Date,VisitTime,BurrowRef_New,BurrowRef,Longitude_New,Latitude_New,habitat,Date2,VisitTime2,BurrowRef_New2,BurrowRef2,Longitude_New2,Latitude_New2,BurrowChange,distance_m,GroupSize,nPups,Babysitting,anypups,PupPresence,year,month,breedingyear,season,GroupSize_z
18,01/05/2002,A,821,1051,21.82465003,-26.95703996,Shrubland,02/05/2002,A,224,895,21.82192449,-26.96122614,1,538,11,5,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,-0.299587797
36,01/05/2002,A,535,128,21.8291315,-26.96168957,White sand,02/05/2002,A,535,128,21.8291315,-26.96168957,0,0,18,0,N,N,neither,2002,5,2001/2002,May-Sep,0.734014433
18,02/05/2002,A,224,895,21.82192449,-26.96122614,Savanna,03/05/2002,A,9,293,21.82125259,-26.95888272,1,269,11,5,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,-0.299587797
36,02/05/2002,A,535,128,21.8291315,-26.96168957,White sand,03/05/2002,A,535,128,21.8291315,-26.96168957,0,0,18,0,N,N,neither,2002,5,2001/2002,May-Sep,0.734014433
8,03/05/2002,A,472,946,21.8282597,-26.98299184,White sand,03/05/2002,P,484,307,21.8289362,-26.97767034,1,596,26,4,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,1.915274125
18,03/05/2002,A,9,293,21.82125259,-26.95888272,Shrubland,03/05/2002,P,821,1051,21.82465003,-26.95703996,1,394,11,5,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,-0.299587797
41,03/05/2002,A,2030,1150,21.83415147,-26.98819513,Shrubland,03/05/2002,P,2030,1150,21.83415147,-26.98819513,0,0,6,5,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,-1.037875105
18,07/05/2002,A,821,1051,21.82465003,-26.95703996,Shrubland,08/05/2002,A,821,1051,21.82465003,-26.95703996,0,0,11,5,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,-0.299587797
9,08/05/2002,A,2200,303,21.84030487,-26.99283002,White sand,09/05/2002,A,2200,303,21.84030487,-26.99283002,0,0,33,11,Y,N,babysitting,2002,5,2001/2002,May-Sep,2.948876356
18,08/05/2002,A,821,1051,21.82465003,-26.95703996,Shrubland,09/05/2002,A,821,1051,21.82465003,-26.95703996,0,0,11,5,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,-0.299587797
18,09/05/2002,A,821,1051,21.82465003,-26.95703996,Shrubland,10/05/2002,A,9,293,21.82125259,-26.95888272,1,394,11,5,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,-0.299587797
7,11/05/2002,A,2017,445,21.84562398,-27.00641641,White sand,12/05/2002,A,2017,445,21.84562398,-27.00641641,0,0,18,0,Y,N,babysitting,2002,5,2001/2002,May-Sep,0.734014433
7,12/05/2002,A,2017,445,21.84562398,-27.00641641,White sand,13/05/2002,A,2017,445,21.84562398,-27.00641641,0,0,18,0,Y,N,babysitting,2002,5,2001/2002,May-Sep,0.734014433
18,12/05/2002,A,13,294,21.82130003,-26.96598337,Savanna,13/05/2002,A,13,294,21.82130003,-26.96598337,0,0,11,5,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,-0.299587797
40,12/05/2002,A,533,114,21.83574395,-26.97347618,White sand,13/05/2002,A,533,114,21.83574395,-26.97347618,0,0,19,0,Y,N,babysitting,2002,5,2001/2002,May-Sep,0.881671895
18,13/05/2002,A,13,294,21.82130003,-26.96598337,Savanna,14/05/2002,A,13,294,21.82130003,-26.96598337,0,0,11,5,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,-0.299587797
36,15/05/2002,A,535,128,21.8291315,-26.96168957,White sand,16/05/2002,A,465,373,21.8238198,-26.96278601,1,540,18,1,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,0.734014433
36,16/05/2002,A,465,373,21.8238198,-26.96278601,Shrubland,17/05/2002,A,535,128,21.8291315,-26.96168957,1,540,18,0,N,N,neither,2002,5,2001/2002,May-Sep,0.734014433
40,16/05/2002,A,533,114,21.83574395,-26.97347618,White sand,16/05/2002,P,533,114,21.83574395,-26.97347618,0,0,19,0,Y,N,babysitting,2002,5,2001/2002,May-Sep,0.881671895
9,17/05/2002,A,2200,303,21.84030487,-26.99283002,White sand,18/05/2002,A,2200,303,21.84030487,-26.99283002,0,0,39,8,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,3.834821124
10,18/05/2002,A,362,503,21.84199462,-26.95726175,Savanna,19/05/2002,A,453,336,21.84412153,-26.96022277,1,391,9,0,N,N,neither,2002,5,2001/2002,May-Sep,-0.59490272
40,18/05/2002,A,533,114,21.83574395,-26.97347618,White sand,19/05/2002,A,533,114,21.83574395,-26.97347618,0,0,19,0,Y,N,babysitting,2002,5,2001/2002,May-Sep,0.881671895
8,20/05/2002,A,472,946,21.8282597,-26.98299184,White sand,20/05/2002,P,472,946,21.8282597,-26.98299184,0,0,26,4,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,1.915274125
18,20/05/2002,A,467,941,21.82671424,-26.95626883,Savanna,21/05/2002,A,467,941,21.82671424,-26.95626883,0,0,11,5,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,-0.299587797
36,21/05/2002,A,538,18,21.83522271,-26.9652197,Shrubland,22/05/2002,A,538,18,21.83522271,-26.9652197,0,0,18,1,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,0.734014433
8,22/05/2002,A,489,300,21.82488196,-26.97856989,White sand,23/05/2002,A,489,300,21.82488196,-26.97856989,0,0,26,4,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,1.915274125
8,23/05/2002,A,489,300,21.82488196,-26.97856989,White sand,24/05/2002,A,489,300,21.82488196,-26.97856989,0,0,26,4,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,1.915274125
8,24/05/2002,A,489,300,21.82488196,-26.97856989,White sand,25/05/2002,A,483,949,21.8292449,-26.97992558,1,458,26,4,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,1.915274125
40,24/05/2002,A,533,114,21.83574395,-26.97347618,White sand,25/05/2002,A,533,114,21.83574395,-26.97347618,0,0,19,0,Y,N,babysitting,2002,5,2001/2002,May-Sep,0.881671895
40,25/05/2002,A,533,114,21.83574395,-26.97347618,White sand,26/05/2002,A,533,114,21.83574395,-26.97347618,0,0,19,3,Y,N,babysitting,2002,5,2001/2002,May-Sep,0.881671895
40,26/05/2002,A,533,114,21.83574395,-26.97347618,White sand,27/05/2002,A,533,114,21.83574395,-26.97347618,0,0,19,0,Y,N,babysitting,2002,5,2001/2002,May-Sep,0.881671895
8,27/05/2002,A,506,960,21.8285342,-26.97092878,White sand,28/05/2002,A,506,960,21.8285342,-26.97092878,0,0,26,4,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,1.915274125
40,27/05/2002,A,533,114,21.83574395,-26.97347618,White sand,28/05/2002,A,533,114,21.83574395,-26.97347618,0,0,19,0,Y,N,babysitting,2002,5,2001/2002,May-Sep,0.881671895
40,28/05/2002,A,533,114,21.83574395,-26.97347618,White sand,28/05/2002,P,533,114,21.83574395,-26.97347618,0,0,19,0,Y,N,babysitting,2002,5,2001/2002,May-Sep,0.881671895
10,29/05/2002,A,235,55,21.83880799,-26.95972779,White sand,30/05/2002,A,774,1047,21.83390365,-26.95953676,1,487,9,0,N,N,neither,2002,5,2001/2002,May-Sep,-0.59490272
18,30/05/2002,A,13,294,21.82130003,-26.96598337,Savanna,31/05/2002,A,13,294,21.82130003,-26.96598337,0,0,11,5,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,-0.299587797
40,30/05/2002,A,533,114,21.83574395,-26.97347618,White sand,31/05/2002,A,533,114,21.83574395,-26.97347618,0,0,19,3,Y,N,babysitting,2002,5,2001/2002,May-Sep,0.881671895
18,31/05/2002,A,13,294,21.82130003,-26.96598337,Savanna,01/06/2002,A,13,294,21.82130003,-26.96598337,0,0,11,5,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,-0.299587797
35,31/05/2002,A,2003,316,21.8451795,-26.99804164,White sand,31/05/2002,P,2003,316,21.8451795,-26.99804164,0,0,32,2,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,2.801218894
36,31/05/2002,A,1214,354,21.83975958,-26.96775204,Savanna,01/06/2002,A,395,900,21.83878368,-26.96580341,1,237,17,1,N,Y,pups_foraging,2002,5,2001/2002,May-Sep,0.586356972
40,31/05/2002,A,533,114,21.83574395,-26.97347618,White sand,01/06/2002,A,533,114,21.83574395,-26.97347618,0,0,19,3,Y,N,babysitting,2002,5,2001/2002,May-Sep,0.881671895
8,01/06/2002,A,49,533,21.81986501,-26.975575,Shrubland,02/06/2002,A,49,533,21.81986501,-26.975575,0,0,26,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,1.915274125
18,01/06/2002,A,13,294,21.82130003,-26.96598337,Savanna,02/06/2002,A,13,294,21.82130003,-26.96598337,0,0,11,5,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,-0.299587797
36,01/06/2002,A,395,900,21.83878368,-26.96580341,Savanna,02/06/2002,A,203,12,21.84111997,-26.96172997,1,509,18,1,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.734014433
40,01/06/2002,A,533,114,21.83574395,-26.97347618,White sand,02/06/2002,A,533,114,21.83574395,-26.97347618,0,0,19,3,Y,N,babysitting,2002,6,2001/2002,May-Sep,0.881671895
7,02/06/2002,A,2017,445,21.84562398,-27.00641641,White sand,03/06/2002,A,2007,1138,21.85437008,-27.00446712,1,893,18,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.734014433
8,02/06/2002,A,49,533,21.81986501,-26.975575,Shrubland,02/06/2002,P,484,307,21.8289362,-26.97767034,1,929,26,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,1.915274125
18,02/06/2002,A,13,294,21.82130003,-26.96598337,Savanna,02/06/2002,P,224,895,21.82192449,-26.96122614,1,533,11,5,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,-0.299587797
36,02/06/2002,A,203,12,21.84111997,-26.96172997,White sand,03/06/2002,A,879,1055,21.80764281,-26.97460709,1,3614,18,1,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.734014433
40,02/06/2002,A,533,114,21.83574395,-26.97347618,White sand,03/06/2002,A,533,114,21.83574395,-26.97347618,0,0,19,3,Y,N,babysitting,2002,6,2001/2002,May-Sep,0.881671895
4,03/06/2002,A,330,44,21.85724021,-26.95761228,White sand,04/06/2002,A,330,44,21.85724021,-26.95761228,0,0,22,0,N,N,neither,2002,6,2001/2002,May-Sep,1.324644279
36,03/06/2002,A,879,1055,21.80764281,-26.97460709,White sand,03/06/2002,P,879,1055,21.80764281,-26.97460709,0,0,18,1,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.734014433
41,03/06/2002,A,1362,456,21.82815392,-26.99055802,Shrubland,04/06/2002,A,1362,456,21.82815392,-26.99055802,0,0,11,0,N,N,neither,2002,6,2001/2002,May-Sep,-0.299587797
41,04/06/2002,A,1362,456,21.82815392,-26.99055802,Shrubland,05/06/2002,A,1362,456,21.82815392,-26.99055802,0,0,11,0,N,N,neither,2002,6,2001/2002,May-Sep,-0.299587797
28,05/06/2002,A,2612,380,21.86275979,-26.98758531,White sand,06/06/2002,A,2612,380,21.86275979,-26.98758531,0,0,27,5,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,2.062931587
35,05/06/2002,A,2690,1209,21.85707131,-26.96857338,White sand,06/06/2002,A,2690,1209,21.85707131,-26.96857338,0,0,34,0,N,N,neither,2002,6,2001/2002,May-Sep,3.096533817
7,06/06/2002,A,2007,1138,21.85437008,-27.00446712,White sand,07/06/2002,A,2007,1138,21.85437008,-27.00446712,0,0,18,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.734014433
8,06/06/2002,A,506,960,21.8285342,-26.97092878,White sand,06/06/2002,P,506,960,21.8285342,-26.97092878,0,0,26,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,1.915274125
28,06/06/2002,A,2612,380,21.86275979,-26.98758531,White sand,07/06/2002,A,2612,380,21.86275979,-26.98758531,0,0,28,5,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,2.210589048
35,06/06/2002,A,2690,1209,21.85707131,-26.96857338,White sand,07/06/2002,A,516,323,21.84916425,-26.97021917,1,805,33,0,N,N,neither,2002,6,2001/2002,May-Sep,2.948876356
40,06/06/2002,A,511,313,21.83289355,-26.97593168,White sand,07/06/2002,A,511,313,21.83289355,-26.97593168,0,0,19,3,Y,N,babysitting,2002,6,2001/2002,May-Sep,0.881671895
4,07/06/2002,A,330,44,21.85724021,-26.95761228,White sand,08/06/2002,A,330,44,21.85724021,-26.95761228,0,0,22,0,N,N,neither,2002,6,2001/2002,May-Sep,1.324644279
7,07/06/2002,A,2007,1138,21.85437008,-27.00446712,White sand,08/06/2002,A,2007,1138,21.85437008,-27.00446712,0,0,18,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.734014433
28,07/06/2002,A,2612,380,21.86275979,-26.98758531,White sand,08/06/2002,A,2612,380,21.86275979,-26.98758531,0,0,28,5,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,2.210589048
4,08/06/2002,A,330,44,21.85724021,-26.95761228,White sand,09/06/2002,A,1586,137,21.8618785,-26.9573278,1,461,22,0,N,N,neither,2002,6,2001/2002,May-Sep,1.324644279
7,08/06/2002,A,2007,1138,21.85437008,-27.00446712,White sand,09/06/2002,A,2007,1138,21.85437008,-27.00446712,0,0,18,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.734014433
10,08/06/2002,A,1125,1067,21.84652981,-26.96555849,Savanna,09/06/2002,A,394,508,21.84983077,-26.96774147,1,407,9,0,N,N,neither,2002,6,2001/2002,May-Sep,-0.59490272
18,08/06/2002,A,467,941,21.82671424,-26.95626883,Savanna,09/06/2002,A,467,941,21.82671424,-26.95626883,0,0,11,5,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,-0.299587797
28,08/06/2002,A,2612,380,21.86275979,-26.98758531,White sand,09/06/2002,A,2612,380,21.86275979,-26.98758531,0,0,28,5,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,2.210589048
41,08/06/2002,A,365,331,21.83156302,-26.98485736,White sand,09/06/2002,A,365,331,21.83156302,-26.98485736,0,0,11,0,N,N,neither,2002,6,2001/2002,May-Sep,-0.299587797
7,09/06/2002,A,2007,1138,21.85437008,-27.00446712,White sand,10/06/2002,A,2007,1138,21.85437008,-27.00446712,0,0,18,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.734014433
10,09/06/2002,A,394,508,21.84983077,-26.96774147,Savanna,10/06/2002,A,394,508,21.84983077,-26.96774147,0,0,9,0,N,N,neither,2002,6,2001/2002,May-Sep,-0.59490272
18,09/06/2002,A,467,941,21.82671424,-26.95626883,Savanna,09/06/2002,P,467,941,21.82671424,-26.95626883,0,0,11,5,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,-0.299587797
40,09/06/2002,A,377,945,21.83384275,-26.97380114,White sand,10/06/2002,A,377,945,21.83384275,-26.97380114,0,0,19,3,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.881671895
7,10/06/2002,A,2007,1138,21.85437008,-27.00446712,White sand,11/06/2002,A,2007,1138,21.85437008,-27.00446712,0,0,18,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.734014433
8,11/06/2002,A,506,960,21.8285342,-26.97092878,White sand,11/06/2002,P,506,960,21.8285342,-26.97092878,0,0,26,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,1.915274125
35,11/06/2002,A,2150,879,21.84416172,-26.97562306,Shrubland,11/06/2002,P,2150,879,21.84416172,-26.97562306,0,0,35,0,N,N,neither,2002,6,2001/2002,May-Sep,3.244191279
8,13/06/2002,A,506,960,21.8285342,-26.97092878,White sand,14/06/2002,A,506,960,21.8285342,-26.97092878,0,0,26,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,1.915274125
40,13/06/2002,A,533,114,21.83574395,-26.97347618,White sand,14/06/2002,A,502,956,21.83782839,-26.97423225,1,223,19,3,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.881671895
35,14/06/2002,A,516,323,21.84916425,-26.97021917,White sand,15/06/2002,A,516,323,21.84916425,-26.97021917,0,0,34,0,N,N,neither,2002,6,2001/2002,May-Sep,3.096533817
7,15/06/2002,A,2017,445,21.84562398,-27.00641641,White sand,16/06/2002,A,2017,445,21.84562398,-27.00641641,0,0,18,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.734014433
35,15/06/2002,A,516,323,21.84916425,-26.97021917,White sand,16/06/2002,A,2690,1209,21.85707131,-26.96857338,1,805,35,0,N,N,neither,2002,6,2001/2002,May-Sep,3.244191279
36,15/06/2002,A,468,942,21.83014445,-26.95968839,White sand,16/06/2002,A,465,373,21.8238198,-26.96278601,1,715,18,1,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.734014433
41,15/06/2002,A,368,988,21.83048771,-26.98680707,White sand,15/06/2002,P,368,988,21.83048771,-26.98680707,0,0,11,0,N,N,neither,2002,6,2001/2002,May-Sep,-0.299587797
40,16/06/2002,A,533,114,21.83574395,-26.97347618,White sand,17/06/2002,A,533,114,21.83574395,-26.97347618,0,0,19,3,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.881671895
35,17/06/2002,A,2690,1209,21.85707131,-26.96857338,White sand,17/06/2002,P,2690,1209,21.85707131,-26.96857338,0,0,34,0,N,N,neither,2002,6,2001/2002,May-Sep,3.096533817
40,17/06/2002,A,533,114,21.83574395,-26.97347618,White sand,17/06/2002,P,533,114,21.83574395,-26.97347618,0,0,19,3,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.881671895
9,18/06/2002,A,2671,487,21.83551792,-26.99006156,White sand,19/06/2002,A,2671,487,21.83551792,-26.99006156,0,0,28,1,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,2.210589048
18,18/06/2002,A,467,941,21.82671424,-26.95626883,Savanna,18/06/2002,P,467,941,21.82671424,-26.95626883,0,0,16,0,N,N,neither,2002,6,2001/2002,May-Sep,0.43869951
28,19/06/2002,A,2720,428,21.85310952,-26.98326535,White sand,20/06/2002,A,2720,428,21.85310952,-26.98326535,0,0,25,5,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,1.767616664
4,20/06/2002,A,1634,37,21.86741006,-26.95594579,White sand,21/06/2002,A,1634,37,21.86741006,-26.95594579,0,0,22,0,N,N,neither,2002,6,2001/2002,May-Sep,1.324644279
9,21/06/2002,A,2200,303,21.84030487,-26.99283002,White sand,22/06/2002,A,2200,303,21.84030487,-26.99283002,0,0,37,3,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,3.539506201
10,21/06/2002,A,854,319,21.8487449,-26.96401949,Shrubland,22/06/2002,A,854,319,21.8487449,-26.96401949,0,0,9,0,N,N,neither,2002,6,2001/2002,May-Sep,-0.59490272
7,22/06/2002,A,2007,1138,21.85437008,-27.00446712,White sand,23/06/2002,A,2007,1138,21.85437008,-27.00446712,0,0,18,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.734014433
10,22/06/2002,A,854,319,21.8487449,-26.96401949,Shrubland,23/06/2002,A,854,319,21.8487449,-26.96401949,0,0,9,0,N,N,neither,2002,6,2001/2002,May-Sep,-0.59490272
35,22/06/2002,A,516,323,21.84916425,-26.97021917,White sand,23/06/2002,A,516,323,21.84916425,-26.97021917,0,0,34,0,N,N,neither,2002,6,2001/2002,May-Sep,3.096533817
40,22/06/2002,A,502,956,21.83782839,-26.97423225,White sand,23/06/2002,A,533,114,21.83574395,-26.97347618,1,223,19,3,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.881671895
7,23/06/2002,A,2007,1138,21.85437008,-27.00446712,White sand,24/06/2002,A,2007,1138,21.85437008,-27.00446712,0,0,18,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.734014433
8,23/06/2002,A,489,300,21.82488196,-26.97856989,White sand,24/06/2002,A,556,991,21.8279007,-26.980746,1,385,26,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,1.915274125
10,23/06/2002,A,854,319,21.8487449,-26.96401949,Shrubland,24/06/2002,A,854,319,21.8487449,-26.96401949,0,0,9,0,N,N,neither,2002,6,2001/2002,May-Sep,-0.59490272
28,23/06/2002,A,2612,380,21.86275979,-26.98758531,White sand,24/06/2002,A,2612,380,21.86275979,-26.98758531,0,0,30,0,N,N,neither,2002,6,2001/2002,May-Sep,2.505903971
40,23/06/2002,A,533,114,21.83574395,-26.97347618,White sand,24/06/2002,A,533,114,21.83574395,-26.97347618,0,0,19,3,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.881671895
10,24/06/2002,A,854,319,21.8487449,-26.96401949,Shrubland,25/06/2002,A,854,319,21.8487449,-26.96401949,0,0,9,0,N,N,neither,2002,6,2001/2002,May-Sep,-0.59490272
10,25/06/2002,A,854,319,21.8487449,-26.96401949,Shrubland,25/06/2002,P,394,508,21.84983077,-26.96774147,1,428,9,0,N,N,neither,2002,6,2001/2002,May-Sep,-0.59490272
8,26/06/2002,A,556,991,21.8279007,-26.980746,White sand,27/06/2002,A,489,300,21.82488196,-26.97856989,1,385,30,0,N,N,neither,2002,6,2001/2002,May-Sep,2.505903971
40,26/06/2002,A,511,313,21.83289355,-26.97593168,White sand,27/06/2002,A,511,313,21.83289355,-26.97593168,0,0,19,3,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.881671895
8,27/06/2002,A,489,300,21.82488196,-26.97856989,White sand,27/06/2002,P,489,300,21.82488196,-26.97856989,0,0,30,0,N,N,neither,2002,6,2001/2002,May-Sep,2.505903971
9,27/06/2002,A,2671,487,21.83551792,-26.99006156,White sand,28/06/2002,A,2671,487,21.83551792,-26.99006156,0,0,40,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,3.982478586
36,27/06/2002,A,538,18,21.83522271,-26.9652197,Shrubland,28/06/2002,A,538,18,21.83522271,-26.9652197,0,0,18,0,N,N,neither,2002,6,2001/2002,May-Sep,0.734014433
40,27/06/2002,A,511,313,21.83289355,-26.97593168,White sand,28/06/2002,A,533,114,21.83574395,-26.97347618,1,393,19,3,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.881671895
35,28/06/2002,A,535,128,21.8291315,-26.96168957,White sand,29/06/2002,A,2690,1209,21.85707131,-26.96857338,1,2873,34,0,N,N,neither,2002,6,2001/2002,May-Sep,3.096533817
36,28/06/2002,A,538,18,21.83522271,-26.9652197,Shrubland,29/06/2002,A,538,18,21.83522271,-26.9652197,0,0,18,0,N,N,neither,2002,6,2001/2002,May-Sep,0.734014433
7,29/06/2002,A,2007,1138,21.85437008,-27.00446712,White sand,30/06/2002,A,2007,1138,21.85437008,-27.00446712,0,0,18,4,N,Y,pups_foraging,2002,6,2001/2002,May-Sep,0.734014433
8,29/06/2002,A,556,991,21.8279007,-26.980746,White sand,30/06/2002,A,556,991,21.8279007,-26.980746,0,0,30,0,N,N,neither,2002,6,2001/2002,May-Sep,2.505903971
18,29/06/2002,A,9,293,21.82125259,-26.95888272,Shrubland,30/06/2002,A,9,293,21.82125259,-26.95888272,0,0,16,0,N,N,neither,2002,6,2001/2002,May-Sep,0.43869951
35,29/06/2002,A,2690,1209,21.85707131,-26.96857338,White sand,30/06/2002,A,2690,1209,21.85707131,-26.96857338,0,0,35,0,N,N,neither,2002,6,2001/2002,May-Sep,3.244191279
36,29/06/2002,A,538,18,21.83522271,-26.9652197,Shrubland,30/06/2002,A,538,18,21.83522271,-26.9652197,0,0,18,0,N,N,neither,2002,6,2001/2002,May-Sep,0.734014433
41,29/06/2002,A,368,988,21.83048771,-26.98680707,White sand,30/06/2002,A,1292,1086,21.81585331,-26.99952238,1,2025,11,0,N,N,neither,2002,6,2001/2002,May-Sep,-0.299587797
18,30/06/2002,A,9,293,21.82125259,-26.95888272,Shrubland,01/07/2002,A,821,1051,21.82465003,-26.95703996,1,394,16,0,N,N,neither,2002,6,2001/2002,May-Sep,0.43869951
35,30/06/2002,A,2690,1209,21.85707131,-26.96857338,White sand,01/07/2002,A,2690,1209,21.85707131,-26.96857338,0,0,34,0,N,N,neither,2002,6,2001/2002,May-Sep,3.096533817
18,01/07/2002,A,821,1051,21.82465003,-26.95703996,Shrubland,02/07/2002,A,467,941,21.82671424,-26.95626883,1,222,16,0,N,N,neither,2002,7,2001/2002,May-Sep,0.43869951
40,01/07/2002,A,508,550,21.83369234,-26.98041391,White sand,02/07/2002,A,508,550,21.83369234,-26.98041391,0,0,19,3,N,Y,pups_foraging,2002,7,2001/2002,May-Sep,0.881671895
8,02/07/2002,A,556,991,21.8279007,-26.980746,White sand,03/07/2002,A,489,300,21.82488196,-26.97856989,1,385,28,0,N,N,neither,2002,7,2001/2002,May-Sep,2.210589048
18,02/07/2002,A,467,941,21.82671424,-26.95626883,Savanna,03/07/2002,A,821,1051,21.82465003,-26.95703996,1,222,16,0,N,N,neither,2002,7,2001/2002,May-Sep,0.43869951
7,03/07/2002,A,2007,1138,21.85437008,-27.00446712,White sand,04/07/2002,A,2007,1138,21.85437008,-27.00446712,0,0,18,4,N,Y,pups_foraging,2002,7,2001/2002,May-Sep,0.734014433
18,03/07/2002,A,821,1051,21.82465003,-26.95703996,Shrubland,03/07/2002,P,467,941,21.82671424,-26.95626883,1,222,16,0,N,N,neither,2002,7,2001/2002,May-Sep,0.43869951
28,04/07/2002,A,2612,380,21.86275979,-26.98758531,White sand,05/07/2002,A,2612,380,21.86275979,-26.98758531,0,0,31,0,N,N,neither,2002,7,2001/2002,May-Sep,2.653561433
35,04/07/2002,A,2690,1209,21.85707131,-26.96857338,White sand,05/07/2002,A,2150,879,21.84416172,-26.97562306,1,1500,30,0,N,N,neither,2002,7,2001/2002,May-Sep,2.505903971
41,04/07/2002,A,479,948,21.8293283,-26.98442104,Shrubland,05/07/2002,A,365,331,21.83156302,-26.98485736,1,227,11,0,N,N,neither,2002,7,2001/2002,May-Sep,-0.299587797
18,05/07/2002,A,467,941,21.82671424,-26.95626883,Savanna,06/07/2002,A,467,941,21.82671424,-26.95626883,0,0,16,0,N,N,neither,2002,7,2001/2002,May-Sep,0.43869951
40,05/07/2002,A,502,956,21.83782839,-26.97423225,White sand,06/07/2002,A,502,956,21.83782839,-26.97423225,0,0,19,3,N,Y,pups_foraging,2002,7,2001/2002,May-Sep,0.881671895
10,06/07/2002,A,392,507,21.84149304,-26.95754464,Shrubland,07/07/2002,A,392,507,21.84149304,-26.95754464,0,0,9,0,N,N,neither,2002,7,2001/2002,May-Sep,-0.59490272
35,06/07/2002,A,516,323,21.84916425,-26.97021917,White sand,07/07/2002,A,516,323,21.84916425,-26.97021917,0,0,30,0,N,N,neither,2002,7,2001/2002,May-Sep,2.505903971
40,06/07/2002,A,502,956,21.83782839,-26.97423225,White sand,07/07/2002,A,533,114,21.83574395,-26.97347618,1,223,19,3,N,Y,pups_foraging,2002,7,2001/2002,May-Sep,0.881671895
10,07/07/2002,A,392,507,21.84149304,-26.95754464,Shrubland,08/07/2002,A,392,507,21.84149304,-26.95754464,0,0,9,0,N,N,neither,2002,7,2001/2002,May-Sep,-0.59490272
40,08/07/2002,A,533,114,21.83574395,-26.97347618,White sand,08/07/2002,P,533,114,21.83574395,-26.97347618,0,0,19,3,N,Y,pups_foraging,2002,7,2001/2002,May-Sep,0.881671895
35,09/07/2002,A,54,106,21.84337126,-26.96897973,White sand,10/07/2002,A,2150,879,21.84416172,-26.97562306,1,743,30,0,N,N,neither,2002,7,2001/2002,May-Sep,2.505903971
