GroupRef,Date,VisitTime,BurrowRef_New,BurrowRef,Longitude_New,Latitude_New,habitat,Date2,VisitTime2,BurrowRef_New2,BurrowRef2,Longitude_New2,Latitude_New2,BurrowChange,distance_m,GroupSize,nPups,Babysitting,anypups,PupPresence,year,month,breedingyear,season,GroupSize_z
78,15/11/2014,A,2049,1156,21.83666004,-26.99070001,White sand,16/11/2014,A,2049,1156,21.83666004,-26.99070001,0,0,12,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.151930336
81,15/11/2014,A,710,268,21.83140978,-26.94539851,Grassland,16/11/2014,A,710,268,21.83140978,-26.94539851,0,0,19,4,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,0.881671895
90,15/11/2014,A,739,1270,21.83522826,-26.97455917,White sand,16/11/2014,A,739,1270,21.83522826,-26.97455917,0,0,10,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.447245259
7,16/11/2014,A,2101,91,21.85255741,-27.00734002,White sand,17/11/2014,A,1575,343,21.85249857,-27.00707144,1,30,5,4,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-1.185532566
18,16/11/2014,A,49,533,21.81986501,-26.975575,Shrubland,17/11/2014,A,49,533,21.81986501,-26.975575,0,0,7,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.890217643
34,16/11/2014,A,2028,59,21.85777519,-26.97019819,White sand,17/11/2014,A,2028,59,21.85777519,-26.97019819,0,0,4,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.333190028
62,16/11/2014,A,661,1038,21.86087477,-26.96260077,White sand,17/11/2014,A,661,1038,21.86087477,-26.96260077,0,0,15,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.291042049
65,16/11/2014,A,1381,1105,21.82800002,-26.99917998,White sand,17/11/2014,A,1388,1107,21.83040286,-26.99581716,1,443,8,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.742560182
77,16/11/2014,A,139,130,21.84568441,-26.94679426,Savanna,17/11/2014,A,139,130,21.84568441,-26.94679426,0,0,15,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.291042049
81,16/11/2014,A,710,268,21.83140978,-26.94539851,Grassland,17/11/2014,A,710,268,21.83140978,-26.94539851,0,0,19,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,0.881671895
86,16/11/2014,A,1622,2259,21.87550767,-26.95319055,White sand,16/11/2014,P,1622,2259,21.87550767,-26.95319055,0,0,14,0,N,N,neither,2014,11,2014/2015,Oct-Apr,0.143384587
90,16/11/2014,A,739,1270,21.83522826,-26.97455917,White sand,16/11/2014,P,739,1270,21.83522826,-26.97455917,0,0,10,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.447245259
101,16/11/2014,A,472,946,21.8282597,-26.98299184,White sand,16/11/2014,P,472,946,21.8282597,-26.98299184,0,0,7,3,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.890217643
18,17/11/2014,A,49,533,21.81986501,-26.975575,Shrubland,18/11/2014,A,49,533,21.81986501,-26.975575,0,0,7,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.890217643
34,17/11/2014,A,2028,59,21.85777519,-26.97019819,White sand,17/11/2014,P,2404,2488,21.86484897,-26.97441397,1,843,5,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.185532566
36,17/11/2014,A,2093,427,21.84801349,-26.99987518,White sand,17/11/2014,P,2003,2042,21.8451795,-26.99804164,1,347,5,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.185532566
62,17/11/2014,A,661,1038,21.86087477,-26.96260077,White sand,18/11/2014,A,661,1038,21.86087477,-26.96260077,0,0,15,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.291042049
65,17/11/2014,A,1388,1107,21.83040286,-26.99581716,White sand,18/11/2014,A,1440,1469,21.83649064,-26.99667966,1,611,8,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.742560182
77,17/11/2014,A,139,130,21.84568441,-26.94679426,Savanna,18/11/2014,A,139,130,21.84568441,-26.94679426,0,0,15,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.291042049
81,17/11/2014,A,710,268,21.83140978,-26.94539851,Grassland,18/11/2014,A,710,268,21.83140978,-26.94539851,0,0,19,4,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,0.881671895
106,17/11/2014,A,991,2487,21.83720897,-26.95015398,Savanna,18/11/2014,A,991,2487,21.83720897,-26.95015398,0,0,10,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.447245259
18,18/11/2014,A,49,533,21.81986501,-26.975575,Shrubland,18/11/2014,P,49,533,21.81986501,-26.975575,0,0,7,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.890217643
62,18/11/2014,A,661,1038,21.86087477,-26.96260077,White sand,19/11/2014,A,661,1038,21.86087477,-26.96260077,0,0,14,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.143384587
65,18/11/2014,A,1440,1469,21.83649064,-26.99667966,Savanna,18/11/2014,P,1318,1629,21.83349323,-26.99335678,1,474,8,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.742560182
77,18/11/2014,A,139,130,21.84568441,-26.94679426,Savanna,19/11/2014,A,878,2157,21.84375482,-26.94796161,1,231,15,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.291042049
78,18/11/2014,A,2049,1156,21.83666004,-26.99070001,White sand,19/11/2014,A,2136,276,21.84370853,-26.99376192,1,777,11,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.299587797
81,18/11/2014,A,710,268,21.83140978,-26.94539851,Grassland,19/11/2014,A,710,268,21.83140978,-26.94539851,0,0,19,4,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,0.881671895
101,18/11/2014,A,472,946,21.8282597,-26.98299184,White sand,19/11/2014,A,472,946,21.8282597,-26.98299184,0,0,1,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-1.776162412
102,18/11/2014,A,565,999,21.80382502,-26.95638303,Grassland,19/11/2014,A,983,2461,21.80846097,-26.95297399,1,596,9,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.59490272
7,19/11/2014,A,1575,343,21.85249857,-27.00707144,White sand,20/11/2014,A,2400,2454,21.85540499,-27.00169598,1,663,5,4,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-1.185532566
34,19/11/2014,A,2404,2488,21.86484897,-26.97441397,Savanna,20/11/2014,A,2028,59,21.85777519,-26.97019819,1,843,5,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.185532566
62,19/11/2014,A,661,1038,21.86087477,-26.96260077,White sand,20/11/2014,A,661,1038,21.86087477,-26.96260077,0,0,14,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.143384587
77,19/11/2014,A,878,2157,21.84375482,-26.94796161,Savanna,19/11/2014,P,139,130,21.84568441,-26.94679426,1,231,15,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.291042049
78,19/11/2014,A,2136,276,21.84370853,-26.99376192,Savanna,20/11/2014,A,2136,276,21.84370853,-26.99376192,0,0,11,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.299587797
81,19/11/2014,A,710,268,21.83140978,-26.94539851,Grassland,20/11/2014,A,710,268,21.83140978,-26.94539851,0,0,19,4,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,0.881671895
101,19/11/2014,A,472,946,21.8282597,-26.98299184,White sand,20/11/2014,A,472,946,21.8282597,-26.98299184,0,0,6,3,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-1.037875105
102,19/11/2014,A,983,2461,21.80846097,-26.95297399,Grassland,20/11/2014,A,983,2461,21.80846097,-26.95297399,0,0,9,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.59490272
7,20/11/2014,A,2400,2454,21.85540499,-27.00169598,Savanna,21/11/2014,A,2375,2245,21.86443004,-27.00920792,1,1224,5,4,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-1.185532566
34,20/11/2014,A,2028,59,21.85777519,-26.97019819,White sand,21/11/2014,A,2028,59,21.85777519,-26.97019819,0,0,5,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.185532566
62,20/11/2014,A,661,1038,21.86087477,-26.96260077,White sand,20/11/2014,P,652,196,21.85583333,-26.95852971,1,674,13,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.004272874
78,20/11/2014,A,2136,276,21.84370853,-26.99376192,Savanna,20/11/2014,P,2200,1613,21.84030487,-26.99283002,1,353,11,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.299587797
81,20/11/2014,A,710,268,21.83140978,-26.94539851,Grassland,21/11/2014,A,710,268,21.83140978,-26.94539851,0,0,18,4,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,0.734014433
86,20/11/2014,A,1622,1284,21.87550767,-26.95319055,White sand,21/11/2014,A,1622,1284,21.87550767,-26.95319055,0,0,14,0,N,N,neither,2014,11,2014/2015,Oct-Apr,0.143384587
90,20/11/2014,A,2219,1394,21.84399135,-26.97513331,White sand,21/11/2014,A,2150,879,21.84416172,-26.97562306,1,57,11,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.299587797
101,20/11/2014,A,472,946,21.8282597,-26.98299184,White sand,20/11/2014,P,472,946,21.8282597,-26.98299184,0,0,7,3,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.890217643
7,21/11/2014,A,2375,2245,21.86443004,-27.00920792,Grassland,21/11/2014,P,2375,2245,21.86443004,-27.00920792,0,0,5,4,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-1.185532566
18,21/11/2014,A,49,533,21.81986501,-26.975575,Shrubland,22/11/2014,A,49,533,21.81986501,-26.975575,0,0,7,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.890217643
34,21/11/2014,A,2028,59,21.85777519,-26.97019819,White sand,22/11/2014,A,2028,59,21.85777519,-26.97019819,0,0,5,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.185532566
81,21/11/2014,A,710,268,21.83140978,-26.94539851,Grassland,22/11/2014,A,710,268,21.83140978,-26.94539851,0,0,18,4,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,0.734014433
86,21/11/2014,A,1622,1284,21.87550767,-26.95319055,White sand,22/11/2014,A,1622,1284,21.87550767,-26.95319055,0,0,14,0,N,N,neither,2014,11,2014/2015,Oct-Apr,0.143384587
90,21/11/2014,A,2150,879,21.84416172,-26.97562306,Shrubland,22/11/2014,A,2150,879,21.84416172,-26.97562306,0,0,12,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.151930336
28,22/11/2014,A,2198,1603,21.85821915,-26.98558044,Shrubland,23/11/2014,A,2198,1603,21.85821915,-26.98558044,0,0,10,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.447245259
34,22/11/2014,A,2028,59,21.85777519,-26.97019819,White sand,23/11/2014,A,2028,59,21.85777519,-26.97019819,0,0,3,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.480847489
36,22/11/2014,A,2093,427,21.84801349,-26.99987518,White sand,23/11/2014,A,2093,427,21.84801349,-26.99987518,0,0,6,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.037875105
62,22/11/2014,A,652,196,21.85583333,-26.95852971,White sand,23/11/2014,A,661,1038,21.86087477,-26.96260077,1,674,14,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.143384587
78,22/11/2014,A,2200,1613,21.84030487,-26.99283002,White sand,22/11/2014,P,2200,1613,21.84030487,-26.99283002,0,0,11,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.299587797
81,22/11/2014,A,710,268,21.83140978,-26.94539851,Grassland,23/11/2014,A,710,268,21.83140978,-26.94539851,0,0,18,4,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,0.734014433
86,22/11/2014,A,1622,1284,21.87550767,-26.95319055,White sand,22/11/2014,P,1622,2259,21.87550767,-26.95319055,0,0,14,0,N,N,neither,2014,11,2014/2015,Oct-Apr,0.143384587
90,22/11/2014,A,2150,879,21.84416172,-26.97562306,Shrubland,23/11/2014,A,2150,879,21.84416172,-26.97562306,0,0,11,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.299587797
101,22/11/2014,A,993,2492,21.83187397,-26.98319804,White sand,23/11/2014,A,472,946,21.8282597,-26.98299184,1,359,9,3,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.59490272
28,23/11/2014,A,2198,1603,21.85821915,-26.98558044,Shrubland,24/11/2014,A,2319,1872,21.8523955,-26.98198798,1,702,10,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.447245259
36,23/11/2014,A,2093,427,21.84801349,-26.99987518,White sand,24/11/2014,A,2093,427,21.84801349,-26.99987518,0,0,6,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.037875105
62,23/11/2014,A,661,1038,21.86087477,-26.96260077,White sand,24/11/2014,A,661,1038,21.86087477,-26.96260077,0,0,13,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.004272874
65,23/11/2014,A,1261,1801,21.82710929,-27.00199673,Shrubland,24/11/2014,A,1248,2104,21.82803783,-26.99798673,1,455,8,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.742560182
77,23/11/2014,A,994,2494,21.85206057,-26.95385765,Savanna,24/11/2014,A,994,2494,21.85206057,-26.95385765,0,0,15,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.291042049
81,23/11/2014,A,710,268,21.83140978,-26.94539851,Grassland,24/11/2014,A,710,268,21.83140978,-26.94539851,0,0,19,4,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,0.881671895
90,23/11/2014,A,2150,879,21.84416172,-26.97562306,Shrubland,24/11/2014,A,2150,879,21.84416172,-26.97562306,0,0,12,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.151930336
101,23/11/2014,A,472,946,21.8282597,-26.98299184,White sand,24/11/2014,A,472,946,21.8282597,-26.98299184,0,0,5,2,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-1.185532566
18,24/11/2014,A,49,533,21.81986501,-26.975575,Shrubland,25/11/2014,A,49,533,21.81986501,-26.975575,0,0,6,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-1.037875105
28,24/11/2014,A,2319,1872,21.8523955,-26.98198798,Savanna,25/11/2014,A,2319,1872,21.8523955,-26.98198798,0,0,10,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.447245259
36,24/11/2014,A,2093,427,21.84801349,-26.99987518,White sand,25/11/2014,A,2093,427,21.84801349,-26.99987518,0,0,6,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.037875105
62,24/11/2014,A,661,1038,21.86087477,-26.96260077,White sand,25/11/2014,A,661,1038,21.86087477,-26.96260077,0,0,13,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.004272874
65,24/11/2014,A,1248,2104,21.82803783,-26.99798673,White sand,25/11/2014,A,1440,1469,21.83649064,-26.99667966,1,850,8,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.742560182
77,24/11/2014,A,994,2494,21.85206057,-26.95385765,Savanna,25/11/2014,A,994,2494,21.85206057,-26.95385765,0,0,15,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.291042049
86,24/11/2014,A,1622,1284,21.87550767,-26.95319055,White sand,25/11/2014,A,1622,1284,21.87550767,-26.95319055,0,0,14,0,N,N,neither,2014,11,2014/2015,Oct-Apr,0.143384587
90,24/11/2014,A,2150,879,21.84416172,-26.97562306,Shrubland,25/11/2014,A,2150,879,21.84416172,-26.97562306,0,0,13,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.004272874
101,24/11/2014,A,472,946,21.8282597,-26.98299184,White sand,24/11/2014,P,472,946,21.8282597,-26.98299184,0,0,5,2,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-1.185532566
18,25/11/2014,A,49,533,21.81986501,-26.975575,Shrubland,26/11/2014,A,49,533,21.81986501,-26.975575,0,0,6,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-1.037875105
28,25/11/2014,A,2319,1872,21.8523955,-26.98198798,Savanna,26/11/2014,A,2319,1872,21.8523955,-26.98198798,0,0,10,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.447245259
34,25/11/2014,A,2028,59,21.85777519,-26.97019819,White sand,26/11/2014,A,2028,59,21.85777519,-26.97019819,0,0,3,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.480847489
36,25/11/2014,A,2093,427,21.84801349,-26.99987518,White sand,26/11/2014,A,2093,427,21.84801349,-26.99987518,0,0,6,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.037875105
65,25/11/2014,A,1440,1469,21.83649064,-26.99667966,Savanna,26/11/2014,A,1381,1105,21.82800002,-26.99917998,1,886,7,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.890217643
77,25/11/2014,A,994,2494,21.85206057,-26.95385765,Savanna,25/11/2014,P,139,130,21.84568441,-26.94679426,1,1008,15,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.291042049
86,25/11/2014,A,1622,1284,21.87550767,-26.95319055,White sand,26/11/2014,A,1622,1284,21.87550767,-26.95319055,0,0,14,0,N,N,neither,2014,11,2014/2015,Oct-Apr,0.143384587
90,25/11/2014,A,2150,879,21.84416172,-26.97562306,Shrubland,25/11/2014,P,2150,879,21.84416172,-26.97562306,0,0,12,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.151930336
106,25/11/2014,A,773,1360,21.83958405,-26.95187781,Savanna,26/11/2014,A,713,271,21.83709196,-26.95367069,1,317,10,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.447245259
36,26/11/2014,A,2093,427,21.84801349,-26.99987518,White sand,26/11/2014,P,2003,2042,21.8451795,-26.99804164,1,347,6,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.037875105
65,26/11/2014,A,1381,1105,21.82800002,-26.99917998,White sand,27/11/2014,A,1261,1801,21.82710929,-27.00199673,1,325,7,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.890217643
78,26/11/2014,A,2680,429,21.83467135,-26.98827596,Shrubland,27/11/2014,A,2049,1156,21.83666004,-26.99070001,1,334,11,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.299587797
81,26/11/2014,A,710,268,21.83140978,-26.94539851,Grassland,27/11/2014,A,822,1447,21.82747867,-26.94318057,1,461,18,4,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,0.734014433
101,26/11/2014,A,472,946,21.8282597,-26.98299184,White sand,27/11/2014,A,785,1381,21.83060743,-26.98362452,1,243,5,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-1.185532566
106,26/11/2014,A,713,271,21.83709196,-26.95367069,Savanna,27/11/2014,A,713,271,21.83709196,-26.95367069,0,0,10,7,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.447245259
7,27/11/2014,A,2405,2499,21.86222512,-27.01213037,Savanna,28/11/2014,A,2406,2503,21.86824498,-27.00790596,1,759,9,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.59490272
62,27/11/2014,A,661,1038,21.86087477,-26.96260077,White sand,28/11/2014,A,834,1501,21.83545246,-26.95910007,1,2549,13,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.004272874
65,27/11/2014,A,1261,1801,21.82710929,-27.00199673,Shrubland,28/11/2014,A,1261,1801,21.82710929,-27.00199673,0,0,7,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.890217643
77,27/11/2014,A,139,130,21.84568441,-26.94679426,Savanna,28/11/2014,A,139,130,21.84568441,-26.94679426,0,0,15,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.291042049
78,27/11/2014,A,2049,1156,21.83666004,-26.99070001,White sand,28/11/2014,A,2136,276,21.84370853,-26.99376192,1,777,11,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.299587797
81,27/11/2014,A,822,1447,21.82747867,-26.94318057,Grassland,28/11/2014,A,822,1447,21.82747867,-26.94318057,0,0,19,4,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,0.881671895
90,27/11/2014,A,2150,879,21.84416172,-26.97562306,Shrubland,28/11/2014,A,2150,879,21.84416172,-26.97562306,0,0,13,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.004272874
101,27/11/2014,A,785,1381,21.83060743,-26.98362452,White sand,28/11/2014,A,472,946,21.8282597,-26.98299184,1,243,5,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.185532566
102,27/11/2014,A,957,2405,21.79820705,-26.95508488,Grassland,28/11/2014,A,565,999,21.80382502,-26.95638303,1,575,9,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.59490272
106,27/11/2014,A,713,271,21.83709196,-26.95367069,Savanna,28/11/2014,A,752,1323,21.83283001,-26.95227996,1,450,10,7,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.447245259
7,28/11/2014,A,2406,2503,21.86824498,-27.00790596,Savanna,28/11/2014,P,2406,2503,21.86824498,-27.00790596,0,0,9,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-0.59490272
62,28/11/2014,A,834,1501,21.83545246,-26.95910007,White sand,29/11/2014,A,512,965,21.83139243,-26.96088172,1,449,13,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.004272874
65,28/11/2014,A,1261,1801,21.82710929,-27.00199673,Shrubland,29/11/2014,A,1261,1801,21.82710929,-27.00199673,0,0,8,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.742560182
77,28/11/2014,A,139,130,21.84568441,-26.94679426,Savanna,29/11/2014,A,139,130,21.84568441,-26.94679426,0,0,15,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.291042049
78,28/11/2014,A,2136,276,21.84370853,-26.99376192,Savanna,29/11/2014,A,2136,276,21.84370853,-26.99376192,0,0,11,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.299587797
90,28/11/2014,A,2150,879,21.84416172,-26.97562306,Shrubland,29/11/2014,A,2150,879,21.84416172,-26.97562306,0,0,13,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.004272874
102,28/11/2014,A,565,999,21.80382502,-26.95638303,Grassland,29/11/2014,A,565,999,21.80382502,-26.95638303,0,0,9,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.59490272
28,29/11/2014,A,2319,1872,21.8523955,-26.98198798,Savanna,30/11/2014,A,2319,1872,21.8523955,-26.98198798,0,0,10,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.447245259
36,29/11/2014,A,2093,427,21.84801349,-26.99987518,White sand,30/11/2014,A,2093,427,21.84801349,-26.99987518,0,0,6,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.037875105
62,29/11/2014,A,512,965,21.83139243,-26.96088172,White sand,30/11/2014,A,512,965,21.83139243,-26.96088172,0,0,16,0,N,N,neither,2014,11,2014/2015,Oct-Apr,0.43869951
77,29/11/2014,A,139,130,21.84568441,-26.94679426,Savanna,29/11/2014,P,994,1064,21.85206057,-26.95385765,1,1008,15,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.291042049
78,29/11/2014,A,2136,276,21.84370853,-26.99376192,Savanna,30/11/2014,A,2136,276,21.84370853,-26.99376192,0,0,12,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.151930336
90,29/11/2014,A,2150,879,21.84416172,-26.97562306,Shrubland,30/11/2014,A,2150,879,21.84416172,-26.97562306,0,0,13,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.004272874
102,29/11/2014,A,565,999,21.80382502,-26.95638303,Grassland,29/11/2014,P,565,999,21.80382502,-26.95638303,0,0,9,3,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,-0.59490272
18,30/11/2014,A,49,533,21.81986501,-26.975575,Shrubland,01/12/2014,A,49,533,21.81986501,-26.975575,0,0,7,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.890217643
28,30/11/2014,A,2319,1872,21.8523955,-26.98198798,Savanna,01/12/2014,A,2319,1872,21.8523955,-26.98198798,0,0,10,0,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.447245259
36,30/11/2014,A,2093,427,21.84801349,-26.99987518,White sand,01/12/2014,A,2142,832,21.85161,-27.00466443,1,641,6,0,N,N,neither,2014,11,2014/2015,Oct-Apr,-1.037875105
62,30/11/2014,A,512,965,21.83139243,-26.96088172,White sand,01/12/2014,A,834,1501,21.83545246,-26.95910007,1,449,16,0,N,N,neither,2014,11,2014/2015,Oct-Apr,0.43869951
81,30/11/2014,A,973,2442,21.82541102,-26.94856804,Savanna,01/12/2014,A,973,2442,21.82541102,-26.94856804,0,0,19,4,N,Y,pups_foraging,2014,11,2014/2015,Oct-Apr,0.881671895
106,30/11/2014,A,752,1323,21.83283001,-26.95227996,Savanna,01/12/2014,A,752,1323,21.83283001,-26.95227996,0,0,10,7,Y,N,babysitting,2014,11,2014/2015,Oct-Apr,-0.447245259
7,01/12/2014,A,2407,2506,21.86332966,-27.00631114,Savanna,02/12/2014,A,2406,2503,21.86824498,-27.00790596,1,518,9,0,N,N,neither,2014,12,2014/2015,Oct-Apr,-0.59490272
18,01/12/2014,A,49,533,21.81986501,-26.975575,Shrubland,02/12/2014,A,49,533,21.81986501,-26.975575,0,0,7,3,Y,N,babysitting,2014,12,2014/2015,Oct-Apr,-0.890217643
28,01/12/2014,A,2319,1872,21.8523955,-26.98198798,Savanna,02/12/2014,A,2319,1872,21.8523955,-26.98198798,0,0,9,0,Y,N,babysitting,2014,12,2014/2015,Oct-Apr,-0.59490272
36,01/12/2014,A,2142,832,21.85161,-27.00466443,White sand,02/12/2014,A,2142,832,21.85161,-27.00466443,0,0,6,0,N,N,neither,2014,12,2014/2015,Oct-Apr,-1.037875105
62,01/12/2014,A,834,1501,21.83545246,-26.95910007,White sand,02/12/2014,A,661,1038,21.86087477,-26.96260077,1,2549,16,0,N,N,neither,2014,12,2014/2015,Oct-Apr,0.43869951
65,01/12/2014,A,1261,1801,21.82710929,-27.00199673,Shrubland,02/12/2014,A,1261,1801,21.82710929,-27.00199673,0,0,6,0,Y,N,babysitting,2014,12,2014/2015,Oct-Apr,-1.037875105
77,01/12/2014,A,399,903,21.85432104,-26.95660084,White sand,02/12/2014,A,399,903,21.85432104,-26.95660084,0,0,15,3,N,Y,pups_foraging,2014,12,2014/2015,Oct-Apr,0.291042049
81,01/12/2014,A,973,2442,21.82541102,-26.94856804,Savanna,02/12/2014,A,965,2427,21.81799597,-26.94743003,1,746,11,3,N,Y,pups_foraging,2014,12,2014/2015,Oct-Apr,-0.299587797
102,01/12/2014,A,996,2504,21.79824502,-26.95601804,Grassland,02/12/2014,A,957,2405,21.79820705,-26.95508488,1,104,9,3,N,Y,pups_foraging,2014,12,2014/2015,Oct-Apr,-0.59490272
7,02/12/2014,A,2406,2503,21.86824498,-27.00790596,Savanna,02/12/2014,P,2206,1372,21.85773147,-27.00558426,1,1073,9,0,N,N,neither,2014,12,2014/2015,Oct-Apr,-0.59490272
18,02/12/2014,A,49,533,21.81986501,-26.975575,Shrubland,03/12/2014,A,49,533,21.81986501,-26.975575,0,0,7,0,Y,N,babysitting,2014,12,2014/2015,Oct-Apr,-0.890217643
